user_id,user_id_map
-1889730582,320
-1889272728,321
-1888695327,322
-1887537447,323
-1887469614,324
-1883618805,325
-1883334678,326
-1883319984,327
-1883239503,328
-1882560873,329
-1881943422,330
-1881831516,331
-1881475212,332
-1881296640,333
-1880476482,334
-1878017064,335
-1877225184,336
-1876558827,337
-1876332327,338
-1875588072,339
-1875278349,340
-1874332008,341
-1869633240,342
-1869113367,343
-1866295794,344
-1864513062,345
-1864502931,346
-1861360458,347
-1859869104,348
-1859378076,349
-1859268684,350
-1858476288,351
-1858232106,352
-1857612762,353
-1856304606,354
-1856056479,355
-1853903706,356
-1852637757,357
-1845899031,358
-1843832142,359
-1843076151,360
-1842630048,361
-1840543497,362
-1837390338,363
-1836980526,364
-1836589953,365
-1833318594,366
-1831320396,367
-1827140586,368
-1826712918,369
-1826344329,370
-1825790232,371
-1824577869,372
-1823668506,373
-1823660520,374
-1822428267,375
-1820740374,376
-1820708145,377
-1817382408,378
-1816986393,379
-1816648938,380
-1813400325,381
-1810285890,382
-1809208842,383
-1808962554,384
-1808889318,385
-1807899426,386
-1807180350,387
-1806784950,388
-1806292074,389
-1804905219,390
-1803364986,391
-1799679963,392
-1793856636,393
-1793193666,394
-1791847683,395
-1791257898,396
-1789373277,397
-1788774456,398
-1788329688,399
-1781573457,400
-1780609053,401
-1778142585,402
-1778039190,403
-1776748137,404
-1776379227,405
-1775995515,406
-1775460618,407
-1774200381,408
-1773603693,409
-1770006330,410
-1760706150,411
-1760166252,412
-1759983000,413
-1759908507,414
-1759129125,415
-1756514715,416
-1754719311,417
-1754512920,418
-1753978689,419
-1753362930,420
-1747590585,421
-1743921711,422
-1743892398,423
-1742951262,424
-1742043150,425
-1741999218,426
-1741688772,427
-1741552065,428
-1741442562,429
-1740781977,430
-1740721584,431
-1740664104,432
-1739991903,433
-1739909637,434
-1738078512,435
-1737960918,436
-1737577269,437
-1737567603,438
-1736721519,439
-1733633085,440
-1733028729,441
-1732902204,442
-1731631698,443
-1730506671,444
-1729217115,445
-1728129027,446
-1728010884,447
-1727654415,448
-1727559291,449
-1727120067,450
-1727019546,451
-1726241475,452
-1726005753,453
-1725974073,454
-1725925056,455
-1725783621,456
-1725238233,457
-1725171243,458
-1723833705,459
-1723043670,460
-1722842079,461
-1722497829,462
-1722232689,463
-1721856675,464
-1721780232,465
-1721675349,466
-1721159184,467
-1721069145,468
-1720829940,469
-1719781035,470
-1718975517,471
-1715879238,472
-1715383338,473
-1713649716,474
-1711329690,475
-1710407412,476
-1709591379,477
-1709331726,478
-1709279682,479
-1708892301,480
-1708546494,481
-1708197393,482
-1707433359,483
-1707259482,484
-1707152778,485
-1706703390,486
-1705861767,487
-1705129389,488
-1704318051,489
-1703594292,490
-1703258091,491
-1703176236,492
-1702970136,493
-1702230084,494
-1702171185,495
-1701520656,496
-1700945931,497
-1700933232,498
-1700916492,499
-1700073411,500
-1699610982,501
-1698792237,502
-1697722548,503
-1696985931,504
-1695963954,505
-1695542280,506
-1694840862,507
-1694373027,508
-1694221320,509
-1693809690,510
-1693072668,511
-1692876900,512
-1692806778,513
-1692490836,514
-1691793258,515
-1691577954,516
-1691494743,517
-1691227164,518
-1690709841,519
-1690604208,520
-1689430311,521
-1688805993,522
-1688342055,523
-1687643130,524
-1687282206,525
-1687095336,526
-1684102509,527
-1682378223,528
-1680289599,529
-1679874405,530
-1678182687,531
-1677569403,532
-1677143151,533
-1676935770,534
-1676504919,535
-1676294736,536
-1676109075,537
-1676070720,538
-1676028096,539
-1675679301,540
-1675216254,541
-1674732909,542
-1674387519,543
-1673589813,544
-1673465610,545
-1673360406,546
-1673037099,547
-1672752609,548
-1672505502,549
-1672500585,550
-1672346871,551
-1671834975,552
-1671700515,553
-1670599197,554
-1669750371,555
-1669600404,556
-1669568874,557
-1669424685,558
-1667710029,559
-1667633631,560
-1667530086,561
-1667524653,562
-1666263675,563
-1665416280,564
-1665158922,565
-1665098979,566
-1664045418,567
-1661370198,568
-1660984008,569
-1660663236,570
-1660620333,571
-1660328349,572
-1660212777,573
-1660154706,574
-1660141374,575
-1659647355,576
-1659145668,577
-1658938071,578
-1657773339,579
-1657588989,580
-1655791725,581
-1655736138,582
-1655179917,583
-1654861155,584
-1654535937,585
-1653959679,586
-1653812580,587
-1653749946,588
-1652709075,589
-1651990551,590
-1651247469,591
-1649613627,592
-1649086065,593
-1644447726,594
-1643443293,595
-1643072901,596
-1641890349,597
-1641599010,598
-1641448767,599
-1641225225,600
-1640563410,601
-1640453976,602
-1640223342,603
-1639254897,604
-1638225768,605
-1637038701,606
-1636974741,607
-1636764753,608
-1636213614,609
-1634853204,610
-1632120114,611
-1629891162,612
-1629807714,613
-1629632580,614
-1629210357,615
-1627782279,616
-1627423008,617
-1627193814,618
-1625432439,619
-1624325625,620
-1623718995,621
-1623445338,622
-1623348741,623
-1623235917,624
-1622676138,625
-1622562849,626
-1622493780,627
-1622345289,628
-1622249700,629
-1621565379,630
-1621132329,631
-1621077528,632
-1620899856,633
-1620884817,634
-1620803481,635
-1620791619,636
-1620533982,637
-1620310569,638
-1619353230,639
-1618825614,640
-1617411360,641
-1617353565,642
-1617242037,643
-1617129534,644
-1616729043,645
-1615758909,646
-1615756875,647
-1613661237,648
-1613417643,649
-1611670827,650
-1611389163,651
-1611119547,652
-1610967216,653
-1610754363,654
-1609837584,655
-1609021611,656
-1608738423,657
-1608539973,658
-1607739654,659
-1602853752,660
-1602500553,661
-1601987100,662
-1599467664,663
-1593716079,664
-1590028350,665
-1589036277,666
-1588321740,667
-1586918286,668
-1584577623,669
-1581697257,670
-1581402462,671
-1580326734,672
-1579472958,673
-1579383462,674
-1576806846,675
-1575648858,676
-1574317332,677
-1573023420,678
-1572870543,679
-1572268770,680
-1571853966,681
-1570462350,682
-1569296463,683
-1569076557,684
-1564761372,685
-1564108290,686
-1560725376,687
-1559915115,688
-1559670276,689
-1559261217,690
-1558864164,691
-1558319199,692
-1557104067,693
-1556290605,694
-1555892154,695
-1553165142,696
-1552885308,697
-1552882545,698
-1552294851,699
-1551540030,700
-1548031296,701
-1547299143,702
-1541941431,703
-1541670432,704
-1541471694,705
-1540757106,706
-1539184404,707
-1537418757,708
-1537276611,709
-1534864932,710
-1534552089,711
-1533745746,712
-1532572290,713
-1530447015,714
-1529890518,715
-1529657889,716
-1528266807,717
-1527980316,718
-1520347755,719
-1515314760,720
-1514293836,721
-1513274352,722
-1513233237,723
-1511725866,724
-1510210560,725
-1508932905,726
-1508399415,727
-1507480386,728
-1504888083,729
-1504818453,730
-1503954009,731
-1503917739,732
-1503345510,733
-1502792040,734
-1502046039,735
-1499811156,736
-1494712752,737
-1493484411,738
-1491228777,739
-1491069561,740
-1489002225,741
-1488854208,742
-1484942808,743
-1483758960,744
-1482865107,745
-1477598265,746
-1476100509,747
-1475810784,748
-1475740179,749
-1475434374,750
-1475364951,751
-1475356008,752
-1475163831,753
-1474718079,754
-1474137237,755
-1473912369,756
-1473668913,757
-1473440619,758
-1473279183,759
-1472899437,760
-1472893236,761
-1472604423,762
-1472590101,763
-1472335143,764
-1472303133,765
-1472281644,766
-1471721091,767
-1471292640,768
-1471170165,769
-1471140411,770
-1470833502,771
-1470700338,772
-1470275331,773
-1469561910,774
-1469523000,775
-1469268087,776
-1469097078,777
-1468486416,778
-1467404055,779
-1465975671,780
-1465384701,781
-1464485343,782
-1463947797,783
-1460977758,784
-1460965431,785
-1459237689,786
-1458053154,787
-1457936391,788
-1457248065,789
-1457086281,790
-1456860153,791
-1456749336,792
-1456493190,793
-1455937830,794
-1455765249,795
-1455691827,796
-1455590757,797
-1455561015,798
-1455432720,799
-1455422247,800
-1454650482,801
-1454573961,802
-1454133912,803
-1453799208,804
-1453787616,805
-1453629000,806
-1453565178,807
-1453464114,808
-1453350432,809
-1453330776,810
-1452664620,811
-1452457761,812
-1452411213,813
-1452292116,814
-1452203163,815
-1452117534,816
-1450601505,817
-1450207338,818
-1449511554,819
-1449200070,820
-1444375554,821
-1443137856,822
-1442440758,823
-1441860951,824
-1441037508,825
-1440305868,826
-1439791377,827
-1439727207,828
-1439115795,829
-1438970223,830
-1438800009,831
-1437058068,832
-1435550208,833
-1435343619,834
-1434105453,835
-1433736732,836
-1433697615,837
-1433489415,838
-1433413197,839
-1432641480,840
-1432047480,841
-1429384836,842
-1429329522,843
-1428497394,844
-1427467530,845
-1426035747,846
-1425319470,847
-1424235465,848
-1423453473,849
-1423209558,850
-1423109556,851
-1422462975,852
-1422403371,853
-1422355071,854
-1422284211,855
-1422268497,856
-1422115809,857
-1420584147,858
-1420239018,859
-1419951618,860
-1419813204,861
-1419458622,862
-1418086422,863
-1418037579,864
-1417963551,865
-1413596070,866
-1413546336,867
-1413318384,868
-1413096501,869
-1411585164,870
-1411252323,871
-1408678917,872
-1407867582,873
-1407548280,874
-1407153690,875
-1406572692,876
-1406281443,877
-1405708158,878
-1405492542,879
-1405242525,880
-1405161660,881
-1404943470,882
-1404696720,883
-1404540372,884
-1404465768,885
-1404356001,886
-1403500221,887
-1403324418,888
-1403162199,889
-1402765314,890
-1402278816,891
-1402172886,892
-1401973626,893
-1400139243,894
-1397690655,895
-1396850028,896
-1396367730,897
-1394997255,898
-1393647342,899
-1393258995,900
-1392775983,901
-1392554046,902
-1392114432,903
-1391993130,904
-1391770155,905
-1391185875,906
-1390886505,907
-1390243248,908
-1390040154,909
-1388999124,910
-1388830551,911
-1388649234,912
-1388625012,913
-1388560092,914
-1388436165,915
-1388394441,916
-1388314986,917
-1387735578,918
-1387624275,919
-1386520842,920
-1386329838,921
-1386248664,922
-1385849238,923
-1385689746,924
-1385529090,925
-1385326770,926
-1385083899,927
-1384541883,928
-1384061913,929
-1382155887,930
-1380983355,931
-1380448473,932
-1380261183,933
-1380103470,934
-1377124683,935
-1377071916,936
-1376922423,937
-1376037252,938
-1375114932,939
-1374844647,940
-1374811458,941
-1372658967,942
-1372090008,943
-1372065645,944
-1371817788,945
-1371716991,946
-1371551526,947
-1370960238,948
-1370950476,949
-1370772093,950
-1369514016,951
-1369171398,952
-1368989478,953
-1368939807,954
-1368867948,955
-1368710055,956
-1368678699,957
-1368593970,958
-1368451695,959
-1368180561,960
-1367632824,961
-1367591706,962
-1367379924,963
-1367281503,964
-1366448670,965
-1365606147,966
-1365336357,967
-1364476425,968
-1364308782,969
-1364198928,970
-1363892820,971
-1363545042,972
-1363439310,973
-1362626310,974
-1361389836,975
-1361385492,976
-1359151941,977
-1359030087,978
-1358704764,979
-1357013694,980
-1356995901,981
-1356908658,982
-1355991531,983
-1354999488,984
-1354250352,985
-1354183140,986
-1353625440,987
-1352957487,988
-1352184381,989
-1351909200,990
-1351318725,991
-1351181109,992
-1350921588,993
-1350893760,994
-1350839139,995
-1350813771,996
-1350733023,997
-1350388800,998
-1349863464,999
-1349698959,1000
-1349635236,1001
-1349608038,1002
-1348092534,1003
-1347961152,1004
-1347189570,1005
-1347118893,1006
-1346565276,1007
-1344832263,1008
-1342635072,1009
-1342594776,1010
-1339602180,1011
-1336394613,1012
-1335061308,1013
-1335050559,1014
-1334961258,1015
-1330072611,1016
-1325677854,1017
-1323768120,1018
-1323571035,1019
-1322524362,1020
-1321629813,1021
-1321013193,1022
-1320295800,1023
-1320041043,1024
-1319456370,1025
-1317385218,1026
-1317345801,1027
-1315443777,1028
-1314407424,1029
-1310334309,1030
-1307568759,1031
-1307004039,1032
-1305513162,1033
-1302440496,1034
-1299581538,1035
-1292213310,1036
-1291741809,1037
-1291533657,1038
-1290037659,1039
-1289586708,1040
-1289136351,1041
-1287782250,1042
-1287198876,1043
-1286431101,1044
-1285619742,1045
-1284665928,1046
-1283594514,1047
-1276774794,1048
-1273901298,1049
-1273511538,1050
-1272109413,1051
-1268467062,1052
-1268067585,1053
-1266899292,1054
-1266694239,1055
-1261224726,1056
-1257389373,1057
-1257060507,1058
-1256687919,1059
-1256589993,1060
-1256344041,1061
-1255567035,1062
-1255364568,1063
-1254450225,1064
-1254250329,1065
-1254145485,1066
-1253289840,1067
-1252273068,1068
-1251305049,1069
-1250982207,1070
-1250881236,1071
-1245613113,1072
-1244879817,1073
-1243810833,1074
-1241471796,1075
-1239985233,1076
-1239771750,1077
-1238681706,1078
-1238542560,1079
-1238481765,1080
-1236679818,1081
-1236400104,1082
-1233463545,1083
-1233265260,1084
-1233190779,1085
-1230023736,1086
-1221885651,1087
-1220772687,1088
-1220742204,1089
-1219771140,1090
-1219671378,1091
-1216901124,1092
-1216377042,1093
-1212448152,1094
-1207876800,1095
-1207760268,1096
-1206849609,1097
-1206813222,1098
-1206595080,1099
-1205956650,1100
-1205420049,1101
-1204997757,1102
-1204908993,1103
-1204895601,1104
-1203999219,1105
-1203964959,1106
-1203904428,1107
-1202848458,1108
-1201033761,1109
-1200896394,1110
-1200836742,1111
-1200089955,1112
-1199837289,1113
-1198344336,1114
-1198005633,1115
-1196904408,1116
-1196167041,1117
-1196121510,1118
-1195730112,1119
-1194990396,1120
-1194238395,1121
-1194160215,1122
-1193995545,1123
-1193549070,1124
-1191121185,1125
-1191023088,1126
-1190844669,1127
-1190611611,1128
-1190489259,1129
-1189902600,1130
-1189547118,1131
-1189311438,1132
-1189117296,1133
-1188546411,1134
-1188370542,1135
-1188019245,1136
-1187713350,1137
-1187615310,1138
-1187143602,1139
-1186620330,1140
-1185681327,1141
-1185417981,1142
-1185406239,1143
-1184119311,1144
-1183907145,1145
-1182867477,1146
-1182026886,1147
-1181145540,1148
-1178668833,1149
-1177819974,1150
-1177652928,1151
-1175805306,1152
-1175635707,1153
-1173435465,1154
-1173053796,1155
-1172776023,1156
-1172684040,1157
-1172660907,1158
-1172642061,1159
-1172209242,1160
-1171925490,1161
-1171656507,1162
-1170854853,1163
-1170752544,1164
-1170503214,1165
-1170151194,1166
-1169660985,1167
-1169015700,1168
-1168559979,1169
-1168319844,1170
-1168088505,1171
-1167537567,1172
-1167403569,1173
-1167093369,1174
-1167000432,1175
-1166585502,1176
-1166531277,1177
-1165921404,1178
-1161957480,1179
-1160611605,1180
-1159879836,1181
-1159700562,1182
-1156608072,1183
-1156523589,1184
-1155554925,1185
-1155216675,1186
-1154849013,1187
-1154693601,1188
-1154552448,1189
-1154402571,1190
-1154114844,1191
-1153897794,1192
-1153704501,1193
-1153118046,1194
-1152952566,1195
-1152845925,1196
-1152799605,1197
-1152785934,1198
-1152747600,1199
-1151796651,1200
-1151730921,1201
-1151627079,1202
-1150714935,1203
-1150676880,1204
-1150519662,1205
-1149760284,1206
-1149735972,1207
-1149706047,1208
-1146876735,1209
-1146576420,1210
-1145847951,1211
-1145663085,1212
-1144992180,1213
-1144380102,1214
-1143255363,1215
-1143150660,1216
-1142966769,1217
-1142176104,1218
-1141145091,1219
-1140201648,1220
-1140173421,1221
-1140071151,1222
-1139228655,1223
-1139088948,1224
-1138842885,1225
-1138419702,1226
-1138056387,1227
-1137947481,1228
-1137585999,1229
-1136614959,1230
-1135940247,1231
-1135679799,1232
-1134814236,1233
-1134695643,1234
-1134603309,1235
-1134209694,1236
-1133849409,1237
-1133688585,1238
-1133650326,1239
-1133579034,1240
-1133578182,1241
-1132266693,1242
-1132261041,1243
-1131712341,1244
-1129809945,1245
-1129449960,1246
-1129346049,1247
-1129331019,1248
-1127093376,1249
-1123292397,1250
-1123180107,1251
-1122928671,1252
-1122074079,1253
-1120984161,1254
-1120783962,1255
-1120095783,1256
-1119897063,1257
-1119881598,1258
-1119740679,1259
-1119240279,1260
-1118900604,1261
-1118655393,1262
-1117646703,1263
-1117259085,1264
-1117068918,1265
-1116994008,1266
-1116948942,1267
-1116172347,1268
-1116149739,1269
-1116042765,1270
-1115957193,1271
-1115923497,1272
-1112693628,1273
-1110913326,1274
-1109659665,1275
-1107679314,1276
-1106670696,1277
-1106613657,1278
-1106520888,1279
-1105986222,1280
-1104160509,1281
-1103178342,1282
-1103106414,1283
-1102705218,1284
-1102336926,1285
-1101310515,1286
-1101044007,1287
-1100455929,1288
-1100292936,1289
-1100232756,1290
-1099874883,1291
-1099791936,1292
-1099490754,1293
-1099304751,1294
-1099177197,1295
-1097927247,1296
-1097139045,1297
-1096159767,1298
-1096092465,1299
-1092139404,1300
-1091996931,1301
-1091742378,1302
-1091726259,1303
-1090942242,1304
-1089670989,1305
-1089539424,1306
-1089433275,1307
-1089254448,1308
-1088692881,1309
-1087798566,1310
-1087627095,1311
-1087191165,1312
-1086863658,1313
-1086431487,1314
-1086301449,1315
-1086271176,1316
-1085409093,1317
-1085342250,1318
-1085296161,1319
-1084682175,1320
-1084561278,1321
-1083205224,1322
-1082223741,1323
-1082199969,1324
-1082199396,1325
-1081499628,1326
-1081183746,1327
-1078414053,1328
-1078154733,1329
-1078028721,1330
-1077394014,1331
-1077329970,1332
-1077113946,1333
-1076011083,1334
-1075736961,1335
-1073888286,1336
-1072871409,1337
-1072721193,1338
-1072040067,1339
-1071719724,1340
-1071410064,1341
-1069567623,1342
-1065356631,1343
-1056641124,1344
-1055140329,1345
-1054886649,1346
-1054792374,1347
-1050048933,1348
-1049697417,1349
-1048791168,1350
-1048713948,1351
-1048050633,1352
-1046392392,1353
-1044037425,1354
-1043674365,1355
-1039242249,1356
-1038488322,1357
-1038138006,1358
-1036531143,1359
-1036406406,1360
-1036147080,1361
-1035397227,1362
-1035026337,1363
-1034438808,1364
-1034154042,1365
-1031748036,1366
-1031534724,1367
-1030965699,1368
-1027960563,1369
-1026581298,1370
-1026125154,1371
-1021794915,1372
-1019607861,1373
-1018829040,1374
-1018751235,1375
-1017449544,1376
-1014310926,1377
-1010911272,1378
-1010835408,1379
-1009154340,1380
-1008417753,1381
-1007062485,1382
-1006862196,1383
-1006059024,1384
-1006042479,1385
-1005055386,1386
-1003978062,1387
-1003884945,1388
-1003658481,1389
-1002766668,1390
-1002720552,1391
-1001801844,1392
-1001608536,1393
-999125514,1394
-998370798,1395
-997686282,1396
-995441745,1397
-995204865,1398
-992449149,1399
-990170091,1400
-989031390,1401
-987244413,1402
-987186372,1403
-987003828,1404
-986604297,1405
-986023194,1406
-985403367,1407
-984508593,1408
-983937501,1409
-983703606,1410
-983087925,1411
-982685964,1412
-982654404,1413
-982626930,1414
-982087824,1415
-981667719,1416
-979593579,1417
-978350721,1418
-977776338,1419
-971728566,1420
-971473002,1421
-970087968,1422
-970085211,1423
-965206896,1424
-964893900,1425
-964575480,1426
-955664535,1427
-954574980,1428
-954357339,1429
-954064782,1430
-953969922,1431
-953548938,1432
-953360385,1433
-952305963,1434
-951423993,1435
-951065019,1436
-949887783,1437
-949289316,1438
-945987246,1439
-944854305,1440
-939394191,1441
-938895081,1442
-938153868,1443
-937701099,1444
-937632306,1445
-936427284,1446
-935580522,1447
-934937382,1448
-934601991,1449
-934417725,1450
-933449169,1451
-933251760,1452
-932531271,1453
-932200200,1454
-932057712,1455
-931335999,1456
-930957684,1457
-930213582,1458
-929311263,1459
-928488444,1460
-928140690,1461
-928020600,1462
-927346005,1463
-927224682,1464
-926174034,1465
-922876125,1466
-922624575,1467
-921860652,1468
-921169539,1469
-921167736,1470
-921125472,1471
-920739387,1472
-920538147,1473
-920519661,1474
-919919913,1475
-919918875,1476
-919821747,1477
-919686948,1478
-919558980,1479
-918723165,1480
-917588796,1481
-916683594,1482
-915759366,1483
-915695379,1484
-915669558,1485
-915622932,1486
-915470676,1487
-914363142,1488
-913474446,1489
-911779167,1490
-911755608,1491
-911667399,1492
-911422272,1493
-907852356,1494
-906967371,1495
-906169839,1496
-906000219,1497
-905797212,1498
-905473041,1499
-905213355,1500
-905191959,1501
-903889083,1502
-903511641,1503
-903228783,1504
-903154791,1505
-902715540,1506
-902712273,1507
-901470567,1508
-901210191,1509
-901017357,1510
-900943725,1511
-900837483,1512
-900732453,1513
-900471618,1514
-900364290,1515
-900268917,1516
-900152415,1517
-900045060,1518
-899995881,1519
-899684181,1520
-899093874,1521
-898828563,1522
-898771761,1523
-898727535,1524
-898651983,1525
-898525866,1526
-898079598,1527
-897930219,1528
-897715755,1529
-897022563,1530
-896624583,1531
-895731246,1532
-894767643,1533
-893737722,1534
-891113229,1535
-889238838,1536
-889227279,1537
-888721122,1538
-888477708,1539
-888392130,1540
-888171606,1541
-888041037,1542
-887422206,1543
-887373390,1544
-887228256,1545
-887108058,1546
-885720915,1547
-885505131,1548
-885342549,1549
-884987457,1550
-884761512,1551
-884747898,1552
-883448634,1553
-883424754,1554
-882969609,1555
-882834813,1556
-881293047,1557
-881199819,1558
-880863297,1559
-879704142,1560
-878890026,1561
-877216914,1562
-877037691,1563
-876107820,1564
-875482647,1565
-874658694,1566
-874532844,1567
-873508644,1568
-872309184,1569
-871910964,1570
-871654713,1571
-871593393,1572
-871344183,1573
-870123357,1574
-869555379,1575
-869430696,1576
-869406474,1577
-869382480,1578
-869172687,1579
-869122206,1580
-868734519,1581
-868642416,1582
-868334301,1583
-868283811,1584
-868048143,1585
-866593593,1586
-866592567,1587
-866538660,1588
-866429910,1589
-866346789,1590
-865646619,1591
-865563453,1592
-862539633,1593
-862510365,1594
-861108177,1595
-857591157,1596
-855227946,1597
-854877279,1598
-854866032,1599
-854824749,1600
-854656683,1601
-854195835,1602
-854173488,1603
-854004243,1604
-853871997,1605
-853706514,1606
-853671468,1607
-853622142,1608
-853585707,1609
-853055070,1610
-852980160,1611
-852925485,1612
-852736863,1613
-852649080,1614
-852622122,1615
-852605151,1616
-852591777,1617
-852549696,1618
-852523659,1619
-852012729,1620
-851044698,1621
-850861095,1622
-850773420,1623
-850697700,1624
-850687884,1625
-850648104,1626
-850615794,1627
-850594428,1628
-850534173,1629
-850475835,1630
-850469946,1631
-850462221,1632
-850199910,1633
-850130658,1634
-850101900,1635
-849804156,1636
-849783627,1637
-849730119,1638
-849680319,1639
-849669033,1640
-849430605,1641
-849350208,1642
-848877144,1643
-848796009,1644
-848730951,1645
-848611776,1646
-848604591,1647
-848558700,1648
-848554410,1649
-848406462,1650
-848110458,1651
-847915008,1652
-847816287,1653
-847707738,1654
-847702122,1655
-847674714,1656
-847648263,1657
-847629021,1658
-847507056,1659
-847422765,1660
-847388607,1661
-846789198,1662
-846502320,1663
-846440316,1664
-846387639,1665
-846387627,1666
-846339849,1667
-846206823,1668
-845801247,1669
-845798568,1670
-845792832,1671
-845785374,1672
-845749179,1673
-845743656,1674
-845352108,1675
-845266362,1676
-845263197,1677
-844251003,1678
-844111587,1679
-843553149,1680
-841571904,1681
-840730749,1682
-838678632,1683
-838454361,1684
-838396428,1685
-838271616,1686
-838239801,1687
-838234977,1688
-838129536,1689
-838076766,1690
-838057308,1691
-838047594,1692
-838006587,1693
-837992283,1694
-837982140,1695
-837946140,1696
-837879378,1697
